id,kind,title,vibe,palette,control_a,control_b,control_c,intensity,prompt,tags,license
gen-tattoo-060,tattoo,Bright Ember Oath,sternum wave flash with crest movement,citrusCircuit,wave,sternum,crest,7,"Draw Bright Ember Oath as a tattoo concept for the sternum, using wave symbolism, crest flow, clean stencil lines, and readable negative space.","tattoo,wave,sternum,crest",Original free-to-use generated seed
gen-tattoo-061,tattoo,Prismatic Orchard Flash,shoulder botanical flash with crescent movement,auroraInk,botanical,shoulder,crescent,8,"Draw Prismatic Orchard Flash as a tattoo concept for the shoulder, using botanical symbolism, crescent flow, clean stencil lines, and readable negative space.","tattoo,botanical,shoulder,crescent",Original free-to-use generated seed
gen-tattoo-062,tattoo,Velvet Lantern Oath,ankle celestial flash with vertical movement,monoStencil,celestial,ankle,vertical,9,"Draw Velvet Lantern Oath as a tattoo concept for the ankle, using celestial symbolism, vertical flow, clean stencil lines, and readable negative space.","tattoo,celestial,ankle,vertical",Original free-to-use generated seed
gen-tattoo-063,tattoo,Neon Wave Flash,forearm mythic flash with band movement,mossFlame,mythic,forearm,band,10,"Draw Neon Wave Flash as a tattoo concept for the forearm, using mythic symbolism, band flow, clean stencil lines, and readable negative space.","tattoo,mythic,forearm,band",Original free-to-use generated seed
gen-tattoo-064,tattoo,Quiet Map Oath,spine geometric flash with spiral movement,velvetSignal,geometric,spine,spiral,4,"Draw Quiet Map Oath as a tattoo concept for the spine, using geometric symbolism, spiral flow, clean stencil lines, and readable negative space.","tattoo,geometric,spine,spiral",Original free-to-use generated seed
gen-tattoo-065,tattoo,Chrome Garden Flash,sternum wave flash with crest movement,citrusCircuit,wave,sternum,crest,5,"Draw Chrome Garden Flash as a tattoo concept for the sternum, using wave symbolism, crest flow, clean stencil lines, and readable negative space.","tattoo,wave,sternum,crest",Original free-to-use generated seed
gen-tattoo-066,tattoo,Solar Engine Oath,shoulder botanical flash with crescent movement,auroraInk,botanical,shoulder,crescent,6,"Draw Solar Engine Oath as a tattoo concept for the shoulder, using botanical symbolism, crescent flow, clean stencil lines, and readable negative space.","tattoo,botanical,shoulder,crescent",Original free-to-use generated seed
gen-tattoo-067,tattoo,Midnight Harbor Flash,ankle celestial flash with vertical movement,monoStencil,celestial,ankle,vertical,7,"Draw Midnight Harbor Flash as a tattoo concept for the ankle, using celestial symbolism, vertical flow, clean stencil lines, and readable negative space.","tattoo,celestial,ankle,vertical",Original free-to-use generated seed
gen-tattoo-068,tattoo,Paper Compass Oath,forearm mythic flash with band movement,mossFlame,mythic,forearm,band,8,"Draw Paper Compass Oath as a tattoo concept for the forearm, using mythic symbolism, band flow, clean stencil lines, and readable negative space.","tattoo,mythic,forearm,band",Original free-to-use generated seed
gen-tattoo-069,tattoo,Electric Ribbon Flash,spine geometric flash with spiral movement,velvetSignal,geometric,spine,spiral,9,"Draw Electric Ribbon Flash as a tattoo concept for the spine, using geometric symbolism, spiral flow, clean stencil lines, and readable negative space.","tattoo,geometric,spine,spiral",Original free-to-use generated seed
gen-tattoo-070,tattoo,Lunar Portal Oath,sternum wave flash with crest movement,citrusCircuit,wave,sternum,crest,10,"Draw Lunar Portal Oath as a tattoo concept for the sternum, using wave symbolism, crest flow, clean stencil lines, and readable negative space.","tattoo,wave,sternum,crest",Original free-to-use generated seed
gen-tattoo-071,tattoo,Glass Circuit Flash,shoulder botanical flash with crescent movement,auroraInk,botanical,shoulder,crescent,4,"Draw Glass Circuit Flash as a tattoo concept for the shoulder, using botanical symbolism, crescent flow, clean stencil lines, and readable negative space.","tattoo,botanical,shoulder,crescent",Original free-to-use generated seed
gen-tattoo-072,tattoo,Wild Archive Oath,ankle celestial flash with vertical movement,monoStencil,celestial,ankle,vertical,5,"Draw Wild Archive Oath as a tattoo concept for the ankle, using celestial symbolism, vertical flow, clean stencil lines, and readable negative space.","tattoo,celestial,ankle,vertical",Original free-to-use generated seed
gen-tattoo-073,tattoo,Soft Pulse Flash,forearm mythic flash with band movement,mossFlame,mythic,forearm,band,6,"Draw Soft Pulse Flash as a tattoo concept for the forearm, using mythic symbolism, band flow, clean stencil lines, and readable negative space.","tattoo,mythic,forearm,band",Original free-to-use generated seed
gen-tattoo-074,tattoo,Static Crest Oath,spine geometric flash with spiral movement,velvetSignal,geometric,spine,spiral,7,"Draw Static Crest Oath as a tattoo concept for the spine, using geometric symbolism, spiral flow, clean stencil lines, and readable negative space.","tattoo,geometric,spine,spiral",Original free-to-use generated seed
gen-tattoo-075,tattoo,Golden Shrine Flash,sternum wave flash with crest movement,citrusCircuit,wave,sternum,crest,8,"Draw Golden Shrine Flash as a tattoo concept for the sternum, using wave symbolism, crest flow, clean stencil lines, and readable negative space.","tattoo,wave,sternum,crest",Original free-to-use generated seed
gen-tattoo-076,tattoo,Ink Mirror Oath,shoulder botanical flash with crescent movement,auroraInk,botanical,shoulder,crescent,9,"Draw Ink Mirror Oath as a tattoo concept for the shoulder, using botanical symbolism, crescent flow, clean stencil lines, and readable negative space.","tattoo,botanical,shoulder,crescent",Original free-to-use generated seed
gen-tattoo-077,tattoo,Rainlit Bloom Flash,ankle celestial flash with vertical movement,monoStencil,celestial,ankle,vertical,10,"Draw Rainlit Bloom Flash as a tattoo concept for the ankle, using celestial symbolism, vertical flow, clean stencil lines, and readable negative space.","tattoo,celestial,ankle,vertical",Original free-to-use generated seed
gen-tattoo-078,tattoo,Signal Glyph Oath,forearm mythic flash with band movement,mossFlame,mythic,forearm,band,4,"Draw Signal Glyph Oath as a tattoo concept for the forearm, using mythic symbolism, band flow, clean stencil lines, and readable negative space.","tattoo,mythic,forearm,band",Original free-to-use generated seed
gen-tattoo-079,tattoo,Mythic Relic Flash,spine geometric flash with spiral movement,velvetSignal,geometric,spine,spiral,5,"Draw Mythic Relic Flash as a tattoo concept for the spine, using geometric symbolism, spiral flow, clean stencil lines, and readable negative space.","tattoo,geometric,spine,spiral",Original free-to-use generated seed
gen-tattoo-080,tattoo,Bright Ember Oath,sternum wave flash with crest movement,citrusCircuit,wave,sternum,crest,6,"Draw Bright Ember Oath as a tattoo concept for the sternum, using wave symbolism, crest flow, clean stencil lines, and readable negative space.","tattoo,wave,sternum,crest",Original free-to-use generated seed
gen-tattoo-081,tattoo,Prismatic Orchard Flash,shoulder botanical flash with crescent movement,auroraInk,botanical,shoulder,crescent,7,"Draw Prismatic Orchard Flash as a tattoo concept for the shoulder, using botanical symbolism, crescent flow, clean stencil lines, and readable negative space.","tattoo,botanical,shoulder,crescent",Original free-to-use generated seed
gen-tattoo-082,tattoo,Velvet Lantern Oath,ankle celestial flash with vertical movement,monoStencil,celestial,ankle,vertical,8,"Draw Velvet Lantern Oath as a tattoo concept for the ankle, using celestial symbolism, vertical flow, clean stencil lines, and readable negative space.","tattoo,celestial,ankle,vertical",Original free-to-use generated seed
gen-tattoo-083,tattoo,Neon Wave Flash,forearm mythic flash with band movement,mossFlame,mythic,forearm,band,9,"Draw Neon Wave Flash as a tattoo concept for the forearm, using mythic symbolism, band flow, clean stencil lines, and readable negative space.","tattoo,mythic,forearm,band",Original free-to-use generated seed
gen-tattoo-084,tattoo,Quiet Map Oath,spine geometric flash with spiral movement,velvetSignal,geometric,spine,spiral,10,"Draw Quiet Map Oath as a tattoo concept for the spine, using geometric symbolism, spiral flow, clean stencil lines, and readable negative space.","tattoo,geometric,spine,spiral",Original free-to-use generated seed
gen-tattoo-085,tattoo,Chrome Garden Flash,sternum wave flash with crest movement,citrusCircuit,wave,sternum,crest,4,"Draw Chrome Garden Flash as a tattoo concept for the sternum, using wave symbolism, crest flow, clean stencil lines, and readable negative space.","tattoo,wave,sternum,crest",Original free-to-use generated seed
gen-tattoo-086,tattoo,Solar Engine Oath,shoulder botanical flash with crescent movement,auroraInk,botanical,shoulder,crescent,5,"Draw Solar Engine Oath as a tattoo concept for the shoulder, using botanical symbolism, crescent flow, clean stencil lines, and readable negative space.","tattoo,botanical,shoulder,crescent",Original free-to-use generated seed
gen-tattoo-087,tattoo,Midnight Harbor Flash,ankle celestial flash with vertical movement,monoStencil,celestial,ankle,vertical,6,"Draw Midnight Harbor Flash as a tattoo concept for the ankle, using celestial symbolism, vertical flow, clean stencil lines, and readable negative space.","tattoo,celestial,ankle,vertical",Original free-to-use generated seed
gen-tattoo-088,tattoo,Paper Compass Oath,forearm mythic flash with band movement,mossFlame,mythic,forearm,band,7,"Draw Paper Compass Oath as a tattoo concept for the forearm, using mythic symbolism, band flow, clean stencil lines, and readable negative space.","tattoo,mythic,forearm,band",Original free-to-use generated seed
gen-tattoo-089,tattoo,Electric Ribbon Flash,spine geometric flash with spiral movement,velvetSignal,geometric,spine,spiral,8,"Draw Electric Ribbon Flash as a tattoo concept for the spine, using geometric symbolism, spiral flow, clean stencil lines, and readable negative space.","tattoo,geometric,spine,spiral",Original free-to-use generated seed
gen-tattoo-090,tattoo,Lunar Portal Oath,sternum wave flash with crest movement,citrusCircuit,wave,sternum,crest,9,"Draw Lunar Portal Oath as a tattoo concept for the sternum, using wave symbolism, crest flow, clean stencil lines, and readable negative space.","tattoo,wave,sternum,crest",Original free-to-use generated seed
gen-tattoo-091,tattoo,Glass Circuit Flash,shoulder botanical flash with crescent movement,auroraInk,botanical,shoulder,crescent,10,"Draw Glass Circuit Flash as a tattoo concept for the shoulder, using botanical symbolism, crescent flow, clean stencil lines, and readable negative space.","tattoo,botanical,shoulder,crescent",Original free-to-use generated seed
gen-tattoo-092,tattoo,Wild Archive Oath,ankle celestial flash with vertical movement,monoStencil,celestial,ankle,vertical,4,"Draw Wild Archive Oath as a tattoo concept for the ankle, using celestial symbolism, vertical flow, clean stencil lines, and readable negative space.","tattoo,celestial,ankle,vertical",Original free-to-use generated seed
gen-tattoo-093,tattoo,Soft Pulse Flash,forearm mythic flash with band movement,mossFlame,mythic,forearm,band,5,"Draw Soft Pulse Flash as a tattoo concept for the forearm, using mythic symbolism, band flow, clean stencil lines, and readable negative space.","tattoo,mythic,forearm,band",Original free-to-use generated seed
gen-tattoo-094,tattoo,Static Crest Oath,spine geometric flash with spiral movement,velvetSignal,geometric,spine,spiral,6,"Draw Static Crest Oath as a tattoo concept for the spine, using geometric symbolism, spiral flow, clean stencil lines, and readable negative space.","tattoo,geometric,spine,spiral",Original free-to-use generated seed
gen-tattoo-095,tattoo,Golden Shrine Flash,sternum wave flash with crest movement,citrusCircuit,wave,sternum,crest,7,"Draw Golden Shrine Flash as a tattoo concept for the sternum, using wave symbolism, crest flow, clean stencil lines, and readable negative space.","tattoo,wave,sternum,crest",Original free-to-use generated seed
