id,kind,title,vibe,palette,control_a,control_b,control_c,intensity,prompt,tags,license
gen-art-016,art,Ink Engine,high-contrast visual identity mood,auroraInk,orbital,petals,Ink Engine layered with petals and orbital motion,5,"Create Ink Engine as a polished mixed-media artwork using orbital structure, petals accents, textured negative space, and a gallery-ready focal point.","art,orbital,petals,auroraInk",Original free-to-use generated seed
gen-art-017,art,Rainlit Ribbon,handmade flash sheet,mossFlame,botanical,stars,Rainlit Ribbon layered with stars and botanical motion,6,"Create Rainlit Ribbon as a polished mixed-media artwork using botanical structure, stars accents, textured negative space, and a gallery-ready focal point.","art,botanical,stars,mossFlame",Original free-to-use generated seed
gen-art-018,art,Signal Archive,digital mural fragment,citrusCircuit,crystal,glyphs,Signal Archive layered with glyphs and crystal motion,7,"Create Signal Archive as a polished mixed-media artwork using crystal structure, glyphs accents, textured negative space, and a gallery-ready focal point.","art,crystal,glyphs,citrusCircuit",Original free-to-use generated seed
gen-art-019,art,Mythic Shrine,ritual object study,monoStencil,signal,sparks,Mythic Shrine layered with sparks and signal motion,8,"Create Mythic Shrine as a polished mixed-media artwork using signal structure, sparks accents, textured negative space, and a gallery-ready focal point.","art,signal,sparks,monoStencil",Original free-to-use generated seed
gen-art-020,art,Bright Glyph,street-sticker concept,velvetSignal,mask,ribbons,Bright Glyph layered with ribbons and mask motion,9,"Create Bright Glyph as a polished mixed-media artwork using mask structure, ribbons accents, textured negative space, and a gallery-ready focal point.","art,mask,ribbons,velvetSignal",Original free-to-use generated seed
gen-art-021,art,Prismatic Orchard,poster-ready studio wall,auroraInk,orbital,sparks,Prismatic Orchard layered with sparks and orbital motion,10,"Create Prismatic Orchard as a polished mixed-media artwork using orbital structure, sparks accents, textured negative space, and a gallery-ready focal point.","art,orbital,sparks,auroraInk",Original free-to-use generated seed
gen-art-022,art,Velvet Map,album-cover color study,mossFlame,botanical,ribbons,Velvet Map layered with ribbons and botanical motion,4,"Create Velvet Map as a polished mixed-media artwork using botanical structure, ribbons accents, textured negative space, and a gallery-ready focal point.","art,botanical,ribbons,mossFlame",Original free-to-use generated seed
gen-art-023,art,Neon Harbor,sketchbook remix plate,citrusCircuit,crystal,petals,Neon Harbor layered with petals and crystal motion,5,"Create Neon Harbor as a polished mixed-media artwork using crystal structure, petals accents, textured negative space, and a gallery-ready focal point.","art,crystal,petals,citrusCircuit",Original free-to-use generated seed
gen-art-024,art,Quiet Portal,gallery-card composition,monoStencil,signal,stars,Quiet Portal layered with stars and signal motion,6,"Create Quiet Portal as a polished mixed-media artwork using signal structure, stars accents, textured negative space, and a gallery-ready focal point.","art,signal,stars,monoStencil",Original free-to-use generated seed
gen-art-025,art,Chrome Pulse,dreamy editorial spread,velvetSignal,mask,glyphs,Chrome Pulse layered with glyphs and mask motion,7,"Create Chrome Pulse as a polished mixed-media artwork using mask structure, glyphs accents, textured negative space, and a gallery-ready focal point.","art,mask,glyphs,velvetSignal",Original free-to-use generated seed
gen-art-026,art,Solar Mirror,high-contrast visual identity mood,auroraInk,orbital,stars,Solar Mirror layered with stars and orbital motion,8,"Create Solar Mirror as a polished mixed-media artwork using orbital structure, stars accents, textured negative space, and a gallery-ready focal point.","art,orbital,stars,auroraInk",Original free-to-use generated seed
gen-art-027,art,Midnight Relic,handmade flash sheet,mossFlame,botanical,glyphs,Midnight Relic layered with glyphs and botanical motion,9,"Create Midnight Relic as a polished mixed-media artwork using botanical structure, glyphs accents, textured negative space, and a gallery-ready focal point.","art,botanical,glyphs,mossFlame",Original free-to-use generated seed
gen-art-028,art,Paper Lantern,digital mural fragment,citrusCircuit,crystal,sparks,Paper Lantern layered with sparks and crystal motion,10,"Create Paper Lantern as a polished mixed-media artwork using crystal structure, sparks accents, textured negative space, and a gallery-ready focal point.","art,crystal,sparks,citrusCircuit",Original free-to-use generated seed
gen-art-029,art,Electric Garden,ritual object study,monoStencil,signal,ribbons,Electric Garden layered with ribbons and signal motion,4,"Create Electric Garden as a polished mixed-media artwork using signal structure, ribbons accents, textured negative space, and a gallery-ready focal point.","art,signal,ribbons,monoStencil",Original free-to-use generated seed
gen-art-030,art,Lunar Compass,street-sticker concept,velvetSignal,mask,petals,Lunar Compass layered with petals and mask motion,5,"Create Lunar Compass as a polished mixed-media artwork using mask structure, petals accents, textured negative space, and a gallery-ready focal point.","art,mask,petals,velvetSignal",Original free-to-use generated seed
gen-art-031,art,Glass Circuit,poster-ready studio wall,auroraInk,orbital,ribbons,Glass Circuit layered with ribbons and orbital motion,6,"Create Glass Circuit as a polished mixed-media artwork using orbital structure, ribbons accents, textured negative space, and a gallery-ready focal point.","art,orbital,ribbons,auroraInk",Original free-to-use generated seed
gen-art-032,art,Wild Crest,album-cover color study,mossFlame,botanical,petals,Wild Crest layered with petals and botanical motion,7,"Create Wild Crest as a polished mixed-media artwork using botanical structure, petals accents, textured negative space, and a gallery-ready focal point.","art,botanical,petals,mossFlame",Original free-to-use generated seed
gen-art-033,art,Soft Bloom,sketchbook remix plate,citrusCircuit,crystal,stars,Soft Bloom layered with stars and crystal motion,8,"Create Soft Bloom as a polished mixed-media artwork using crystal structure, stars accents, textured negative space, and a gallery-ready focal point.","art,crystal,stars,citrusCircuit",Original free-to-use generated seed
gen-art-034,art,Static Ember,gallery-card composition,monoStencil,signal,glyphs,Static Ember layered with glyphs and signal motion,9,"Create Static Ember as a polished mixed-media artwork using signal structure, glyphs accents, textured negative space, and a gallery-ready focal point.","art,signal,glyphs,monoStencil",Original free-to-use generated seed
gen-art-035,art,Golden Wave,dreamy editorial spread,velvetSignal,mask,sparks,Golden Wave layered with sparks and mask motion,10,"Create Golden Wave as a polished mixed-media artwork using mask structure, sparks accents, textured negative space, and a gallery-ready focal point.","art,mask,sparks,velvetSignal",Original free-to-use generated seed
gen-art-036,art,Ink Engine,high-contrast visual identity mood,auroraInk,orbital,glyphs,Ink Engine layered with glyphs and orbital motion,4,"Create Ink Engine as a polished mixed-media artwork using orbital structure, glyphs accents, textured negative space, and a gallery-ready focal point.","art,orbital,glyphs,auroraInk",Original free-to-use generated seed
gen-art-037,art,Rainlit Ribbon,handmade flash sheet,mossFlame,botanical,sparks,Rainlit Ribbon layered with sparks and botanical motion,5,"Create Rainlit Ribbon as a polished mixed-media artwork using botanical structure, sparks accents, textured negative space, and a gallery-ready focal point.","art,botanical,sparks,mossFlame",Original free-to-use generated seed
gen-art-038,art,Signal Archive,digital mural fragment,citrusCircuit,crystal,ribbons,Signal Archive layered with ribbons and crystal motion,6,"Create Signal Archive as a polished mixed-media artwork using crystal structure, ribbons accents, textured negative space, and a gallery-ready focal point.","art,crystal,ribbons,citrusCircuit",Original free-to-use generated seed
gen-art-039,art,Mythic Shrine,ritual object study,monoStencil,signal,petals,Mythic Shrine layered with petals and signal motion,7,"Create Mythic Shrine as a polished mixed-media artwork using signal structure, petals accents, textured negative space, and a gallery-ready focal point.","art,signal,petals,monoStencil",Original free-to-use generated seed
gen-art-040,art,Bright Glyph,street-sticker concept,velvetSignal,mask,stars,Bright Glyph layered with stars and mask motion,8,"Create Bright Glyph as a polished mixed-media artwork using mask structure, stars accents, textured negative space, and a gallery-ready focal point.","art,mask,stars,velvetSignal",Original free-to-use generated seed
gen-art-041,art,Prismatic Orchard,poster-ready studio wall,auroraInk,orbital,petals,Prismatic Orchard layered with petals and orbital motion,9,"Create Prismatic Orchard as a polished mixed-media artwork using orbital structure, petals accents, textured negative space, and a gallery-ready focal point.","art,orbital,petals,auroraInk",Original free-to-use generated seed
gen-art-042,art,Velvet Map,album-cover color study,mossFlame,botanical,stars,Velvet Map layered with stars and botanical motion,10,"Create Velvet Map as a polished mixed-media artwork using botanical structure, stars accents, textured negative space, and a gallery-ready focal point.","art,botanical,stars,mossFlame",Original free-to-use generated seed
gen-art-043,art,Neon Harbor,sketchbook remix plate,citrusCircuit,crystal,glyphs,Neon Harbor layered with glyphs and crystal motion,4,"Create Neon Harbor as a polished mixed-media artwork using crystal structure, glyphs accents, textured negative space, and a gallery-ready focal point.","art,crystal,glyphs,citrusCircuit",Original free-to-use generated seed
gen-art-044,art,Quiet Portal,gallery-card composition,monoStencil,signal,sparks,Quiet Portal layered with sparks and signal motion,5,"Create Quiet Portal as a polished mixed-media artwork using signal structure, sparks accents, textured negative space, and a gallery-ready focal point.","art,signal,sparks,monoStencil",Original free-to-use generated seed
gen-art-045,art,Chrome Pulse,dreamy editorial spread,velvetSignal,mask,ribbons,Chrome Pulse layered with ribbons and mask motion,6,"Create Chrome Pulse as a polished mixed-media artwork using mask structure, ribbons accents, textured negative space, and a gallery-ready focal point.","art,mask,ribbons,velvetSignal",Original free-to-use generated seed
gen-art-046,art,Solar Mirror,high-contrast visual identity mood,auroraInk,orbital,sparks,Solar Mirror layered with sparks and orbital motion,7,"Create Solar Mirror as a polished mixed-media artwork using orbital structure, sparks accents, textured negative space, and a gallery-ready focal point.","art,orbital,sparks,auroraInk",Original free-to-use generated seed
gen-art-047,art,Midnight Relic,handmade flash sheet,mossFlame,botanical,ribbons,Midnight Relic layered with ribbons and botanical motion,8,"Create Midnight Relic as a polished mixed-media artwork using botanical structure, ribbons accents, textured negative space, and a gallery-ready focal point.","art,botanical,ribbons,mossFlame",Original free-to-use generated seed
gen-art-048,art,Paper Lantern,digital mural fragment,citrusCircuit,crystal,petals,Paper Lantern layered with petals and crystal motion,9,"Create Paper Lantern as a polished mixed-media artwork using crystal structure, petals accents, textured negative space, and a gallery-ready focal point.","art,crystal,petals,citrusCircuit",Original free-to-use generated seed
gen-art-049,art,Electric Garden,ritual object study,monoStencil,signal,stars,Electric Garden layered with stars and signal motion,10,"Create Electric Garden as a polished mixed-media artwork using signal structure, stars accents, textured negative space, and a gallery-ready focal point.","art,signal,stars,monoStencil",Original free-to-use generated seed
gen-art-050,art,Lunar Compass,street-sticker concept,velvetSignal,mask,glyphs,Lunar Compass layered with glyphs and mask motion,4,"Create Lunar Compass as a polished mixed-media artwork using mask structure, glyphs accents, textured negative space, and a gallery-ready focal point.","art,mask,glyphs,velvetSignal",Original free-to-use generated seed
gen-art-051,art,Glass Circuit,poster-ready studio wall,auroraInk,orbital,stars,Glass Circuit layered with stars and orbital motion,5,"Create Glass Circuit as a polished mixed-media artwork using orbital structure, stars accents, textured negative space, and a gallery-ready focal point.","art,orbital,stars,auroraInk",Original free-to-use generated seed
gen-art-052,art,Wild Crest,album-cover color study,mossFlame,botanical,glyphs,Wild Crest layered with glyphs and botanical motion,6,"Create Wild Crest as a polished mixed-media artwork using botanical structure, glyphs accents, textured negative space, and a gallery-ready focal point.","art,botanical,glyphs,mossFlame",Original free-to-use generated seed
gen-art-053,art,Soft Bloom,sketchbook remix plate,citrusCircuit,crystal,sparks,Soft Bloom layered with sparks and crystal motion,7,"Create Soft Bloom as a polished mixed-media artwork using crystal structure, sparks accents, textured negative space, and a gallery-ready focal point.","art,crystal,sparks,citrusCircuit",Original free-to-use generated seed
gen-art-054,art,Static Ember,gallery-card composition,monoStencil,signal,ribbons,Static Ember layered with ribbons and signal motion,8,"Create Static Ember as a polished mixed-media artwork using signal structure, ribbons accents, textured negative space, and a gallery-ready focal point.","art,signal,ribbons,monoStencil",Original free-to-use generated seed
gen-art-055,art,Golden Wave,dreamy editorial spread,velvetSignal,mask,petals,Golden Wave layered with petals and mask motion,9,"Create Golden Wave as a polished mixed-media artwork using mask structure, petals accents, textured negative space, and a gallery-ready focal point.","art,mask,petals,velvetSignal",Original free-to-use generated seed
gen-art-056,art,Ink Engine,high-contrast visual identity mood,auroraInk,orbital,ribbons,Ink Engine layered with ribbons and orbital motion,10,"Create Ink Engine as a polished mixed-media artwork using orbital structure, ribbons accents, textured negative space, and a gallery-ready focal point.","art,orbital,ribbons,auroraInk",Original free-to-use generated seed
gen-art-057,art,Rainlit Ribbon,handmade flash sheet,mossFlame,botanical,petals,Rainlit Ribbon layered with petals and botanical motion,4,"Create Rainlit Ribbon as a polished mixed-media artwork using botanical structure, petals accents, textured negative space, and a gallery-ready focal point.","art,botanical,petals,mossFlame",Original free-to-use generated seed
gen-art-058,art,Signal Archive,digital mural fragment,citrusCircuit,crystal,stars,Signal Archive layered with stars and crystal motion,5,"Create Signal Archive as a polished mixed-media artwork using crystal structure, stars accents, textured negative space, and a gallery-ready focal point.","art,crystal,stars,citrusCircuit",Original free-to-use generated seed
gen-art-059,art,Mythic Shrine,ritual object study,monoStencil,signal,glyphs,Mythic Shrine layered with glyphs and signal motion,6,"Create Mythic Shrine as a polished mixed-media artwork using signal structure, glyphs accents, textured negative space, and a gallery-ready focal point.","art,signal,glyphs,monoStencil",Original free-to-use generated seed
gen-art-060,art,Bright Glyph,street-sticker concept,velvetSignal,mask,sparks,Bright Glyph layered with sparks and mask motion,7,"Create Bright Glyph as a polished mixed-media artwork using mask structure, sparks accents, textured negative space, and a gallery-ready focal point.","art,mask,sparks,velvetSignal",Original free-to-use generated seed
gen-art-061,art,Prismatic Orchard,poster-ready studio wall,auroraInk,orbital,glyphs,Prismatic Orchard layered with glyphs and orbital motion,8,"Create Prismatic Orchard as a polished mixed-media artwork using orbital structure, glyphs accents, textured negative space, and a gallery-ready focal point.","art,orbital,glyphs,auroraInk",Original free-to-use generated seed
gen-art-062,art,Velvet Map,album-cover color study,mossFlame,botanical,sparks,Velvet Map layered with sparks and botanical motion,9,"Create Velvet Map as a polished mixed-media artwork using botanical structure, sparks accents, textured negative space, and a gallery-ready focal point.","art,botanical,sparks,mossFlame",Original free-to-use generated seed
gen-art-063,art,Neon Harbor,sketchbook remix plate,citrusCircuit,crystal,ribbons,Neon Harbor layered with ribbons and crystal motion,10,"Create Neon Harbor as a polished mixed-media artwork using crystal structure, ribbons accents, textured negative space, and a gallery-ready focal point.","art,crystal,ribbons,citrusCircuit",Original free-to-use generated seed
gen-art-064,art,Quiet Portal,gallery-card composition,monoStencil,signal,petals,Quiet Portal layered with petals and signal motion,4,"Create Quiet Portal as a polished mixed-media artwork using signal structure, petals accents, textured negative space, and a gallery-ready focal point.","art,signal,petals,monoStencil",Original free-to-use generated seed
gen-art-065,art,Chrome Pulse,dreamy editorial spread,velvetSignal,mask,stars,Chrome Pulse layered with stars and mask motion,5,"Create Chrome Pulse as a polished mixed-media artwork using mask structure, stars accents, textured negative space, and a gallery-ready focal point.","art,mask,stars,velvetSignal",Original free-to-use generated seed
gen-art-066,art,Solar Mirror,high-contrast visual identity mood,auroraInk,orbital,petals,Solar Mirror layered with petals and orbital motion,6,"Create Solar Mirror as a polished mixed-media artwork using orbital structure, petals accents, textured negative space, and a gallery-ready focal point.","art,orbital,petals,auroraInk",Original free-to-use generated seed
gen-art-067,art,Midnight Relic,handmade flash sheet,mossFlame,botanical,stars,Midnight Relic layered with stars and botanical motion,7,"Create Midnight Relic as a polished mixed-media artwork using botanical structure, stars accents, textured negative space, and a gallery-ready focal point.","art,botanical,stars,mossFlame",Original free-to-use generated seed
gen-art-068,art,Paper Lantern,digital mural fragment,citrusCircuit,crystal,glyphs,Paper Lantern layered with glyphs and crystal motion,8,"Create Paper Lantern as a polished mixed-media artwork using crystal structure, glyphs accents, textured negative space, and a gallery-ready focal point.","art,crystal,glyphs,citrusCircuit",Original free-to-use generated seed
gen-art-069,art,Electric Garden,ritual object study,monoStencil,signal,sparks,Electric Garden layered with sparks and signal motion,9,"Create Electric Garden as a polished mixed-media artwork using signal structure, sparks accents, textured negative space, and a gallery-ready focal point.","art,signal,sparks,monoStencil",Original free-to-use generated seed
gen-art-070,art,Lunar Compass,street-sticker concept,velvetSignal,mask,ribbons,Lunar Compass layered with ribbons and mask motion,10,"Create Lunar Compass as a polished mixed-media artwork using mask structure, ribbons accents, textured negative space, and a gallery-ready focal point.","art,mask,ribbons,velvetSignal",Original free-to-use generated seed
gen-art-071,art,Glass Circuit,poster-ready studio wall,auroraInk,orbital,sparks,Glass Circuit layered with sparks and orbital motion,4,"Create Glass Circuit as a polished mixed-media artwork using orbital structure, sparks accents, textured negative space, and a gallery-ready focal point.","art,orbital,sparks,auroraInk",Original free-to-use generated seed
gen-art-072,art,Wild Crest,album-cover color study,mossFlame,botanical,ribbons,Wild Crest layered with ribbons and botanical motion,5,"Create Wild Crest as a polished mixed-media artwork using botanical structure, ribbons accents, textured negative space, and a gallery-ready focal point.","art,botanical,ribbons,mossFlame",Original free-to-use generated seed
gen-art-073,art,Soft Bloom,sketchbook remix plate,citrusCircuit,crystal,petals,Soft Bloom layered with petals and crystal motion,6,"Create Soft Bloom as a polished mixed-media artwork using crystal structure, petals accents, textured negative space, and a gallery-ready focal point.","art,crystal,petals,citrusCircuit",Original free-to-use generated seed
gen-art-074,art,Static Ember,gallery-card composition,monoStencil,signal,stars,Static Ember layered with stars and signal motion,7,"Create Static Ember as a polished mixed-media artwork using signal structure, stars accents, textured negative space, and a gallery-ready focal point.","art,signal,stars,monoStencil",Original free-to-use generated seed
gen-art-075,art,Golden Wave,dreamy editorial spread,velvetSignal,mask,glyphs,Golden Wave layered with glyphs and mask motion,8,"Create Golden Wave as a polished mixed-media artwork using mask structure, glyphs accents, textured negative space, and a gallery-ready focal point.","art,mask,glyphs,velvetSignal",Original free-to-use generated seed
gen-art-076,art,Ink Engine,high-contrast visual identity mood,auroraInk,orbital,stars,Ink Engine layered with stars and orbital motion,9,"Create Ink Engine as a polished mixed-media artwork using orbital structure, stars accents, textured negative space, and a gallery-ready focal point.","art,orbital,stars,auroraInk",Original free-to-use generated seed
gen-art-077,art,Rainlit Ribbon,handmade flash sheet,mossFlame,botanical,glyphs,Rainlit Ribbon layered with glyphs and botanical motion,10,"Create Rainlit Ribbon as a polished mixed-media artwork using botanical structure, glyphs accents, textured negative space, and a gallery-ready focal point.","art,botanical,glyphs,mossFlame",Original free-to-use generated seed
gen-art-078,art,Signal Archive,digital mural fragment,citrusCircuit,crystal,sparks,Signal Archive layered with sparks and crystal motion,4,"Create Signal Archive as a polished mixed-media artwork using crystal structure, sparks accents, textured negative space, and a gallery-ready focal point.","art,crystal,sparks,citrusCircuit",Original free-to-use generated seed
gen-art-079,art,Mythic Shrine,ritual object study,monoStencil,signal,ribbons,Mythic Shrine layered with ribbons and signal motion,5,"Create Mythic Shrine as a polished mixed-media artwork using signal structure, ribbons accents, textured negative space, and a gallery-ready focal point.","art,signal,ribbons,monoStencil",Original free-to-use generated seed
gen-art-080,art,Bright Glyph,street-sticker concept,velvetSignal,mask,petals,Bright Glyph layered with petals and mask motion,6,"Create Bright Glyph as a polished mixed-media artwork using mask structure, petals accents, textured negative space, and a gallery-ready focal point.","art,mask,petals,velvetSignal",Original free-to-use generated seed
gen-art-081,art,Prismatic Orchard,poster-ready studio wall,auroraInk,orbital,ribbons,Prismatic Orchard layered with ribbons and orbital motion,7,"Create Prismatic Orchard as a polished mixed-media artwork using orbital structure, ribbons accents, textured negative space, and a gallery-ready focal point.","art,orbital,ribbons,auroraInk",Original free-to-use generated seed
gen-art-082,art,Velvet Map,album-cover color study,mossFlame,botanical,petals,Velvet Map layered with petals and botanical motion,8,"Create Velvet Map as a polished mixed-media artwork using botanical structure, petals accents, textured negative space, and a gallery-ready focal point.","art,botanical,petals,mossFlame",Original free-to-use generated seed
gen-art-083,art,Neon Harbor,sketchbook remix plate,citrusCircuit,crystal,stars,Neon Harbor layered with stars and crystal motion,9,"Create Neon Harbor as a polished mixed-media artwork using crystal structure, stars accents, textured negative space, and a gallery-ready focal point.","art,crystal,stars,citrusCircuit",Original free-to-use generated seed
gen-art-084,art,Quiet Portal,gallery-card composition,monoStencil,signal,glyphs,Quiet Portal layered with glyphs and signal motion,10,"Create Quiet Portal as a polished mixed-media artwork using signal structure, glyphs accents, textured negative space, and a gallery-ready focal point.","art,signal,glyphs,monoStencil",Original free-to-use generated seed
gen-art-085,art,Chrome Pulse,dreamy editorial spread,velvetSignal,mask,sparks,Chrome Pulse layered with sparks and mask motion,4,"Create Chrome Pulse as a polished mixed-media artwork using mask structure, sparks accents, textured negative space, and a gallery-ready focal point.","art,mask,sparks,velvetSignal",Original free-to-use generated seed
gen-art-086,art,Solar Mirror,high-contrast visual identity mood,auroraInk,orbital,glyphs,Solar Mirror layered with glyphs and orbital motion,5,"Create Solar Mirror as a polished mixed-media artwork using orbital structure, glyphs accents, textured negative space, and a gallery-ready focal point.","art,orbital,glyphs,auroraInk",Original free-to-use generated seed
gen-art-087,art,Midnight Relic,handmade flash sheet,mossFlame,botanical,sparks,Midnight Relic layered with sparks and botanical motion,6,"Create Midnight Relic as a polished mixed-media artwork using botanical structure, sparks accents, textured negative space, and a gallery-ready focal point.","art,botanical,sparks,mossFlame",Original free-to-use generated seed
gen-art-088,art,Paper Lantern,digital mural fragment,citrusCircuit,crystal,ribbons,Paper Lantern layered with ribbons and crystal motion,7,"Create Paper Lantern as a polished mixed-media artwork using crystal structure, ribbons accents, textured negative space, and a gallery-ready focal point.","art,crystal,ribbons,citrusCircuit",Original free-to-use generated seed
gen-art-089,art,Electric Garden,ritual object study,monoStencil,signal,petals,Electric Garden layered with petals and signal motion,8,"Create Electric Garden as a polished mixed-media artwork using signal structure, petals accents, textured negative space, and a gallery-ready focal point.","art,signal,petals,monoStencil",Original free-to-use generated seed
gen-art-090,art,Lunar Compass,street-sticker concept,velvetSignal,mask,stars,Lunar Compass layered with stars and mask motion,9,"Create Lunar Compass as a polished mixed-media artwork using mask structure, stars accents, textured negative space, and a gallery-ready focal point.","art,mask,stars,velvetSignal",Original free-to-use generated seed
gen-art-091,art,Glass Circuit,poster-ready studio wall,auroraInk,orbital,petals,Glass Circuit layered with petals and orbital motion,10,"Create Glass Circuit as a polished mixed-media artwork using orbital structure, petals accents, textured negative space, and a gallery-ready focal point.","art,orbital,petals,auroraInk",Original free-to-use generated seed
gen-art-092,art,Wild Crest,album-cover color study,mossFlame,botanical,stars,Wild Crest layered with stars and botanical motion,4,"Create Wild Crest as a polished mixed-media artwork using botanical structure, stars accents, textured negative space, and a gallery-ready focal point.","art,botanical,stars,mossFlame",Original free-to-use generated seed
gen-art-093,art,Soft Bloom,sketchbook remix plate,citrusCircuit,crystal,glyphs,Soft Bloom layered with glyphs and crystal motion,5,"Create Soft Bloom as a polished mixed-media artwork using crystal structure, glyphs accents, textured negative space, and a gallery-ready focal point.","art,crystal,glyphs,citrusCircuit",Original free-to-use generated seed
gen-art-094,art,Static Ember,gallery-card composition,monoStencil,signal,sparks,Static Ember layered with sparks and signal motion,6,"Create Static Ember as a polished mixed-media artwork using signal structure, sparks accents, textured negative space, and a gallery-ready focal point.","art,signal,sparks,monoStencil",Original free-to-use generated seed
gen-art-095,art,Golden Wave,dreamy editorial spread,velvetSignal,mask,ribbons,Golden Wave layered with ribbons and mask motion,7,"Create Golden Wave as a polished mixed-media artwork using mask structure, ribbons accents, textured negative space, and a gallery-ready focal point.","art,mask,ribbons,velvetSignal",Original free-to-use generated seed
gen-art-096,art,Ink Engine,high-contrast visual identity mood,auroraInk,orbital,sparks,Ink Engine layered with sparks and orbital motion,8,"Create Ink Engine as a polished mixed-media artwork using orbital structure, sparks accents, textured negative space, and a gallery-ready focal point.","art,orbital,sparks,auroraInk",Original free-to-use generated seed
gen-art-097,art,Rainlit Ribbon,handmade flash sheet,mossFlame,botanical,ribbons,Rainlit Ribbon layered with ribbons and botanical motion,9,"Create Rainlit Ribbon as a polished mixed-media artwork using botanical structure, ribbons accents, textured negative space, and a gallery-ready focal point.","art,botanical,ribbons,mossFlame",Original free-to-use generated seed
