id,kind,title,vibe,palette,control_a,control_b,control_c,intensity,prompt,tags,license,source_title,source_url
svg-tattoo-011,tattoo,Pentagram Lace,occult geometric flash,monoStencil,geometric,sternum,crest,9,Create a sternum flash piece from pentagram geometry, lace dots, and crisp nested lines,"svgrepo,pentagram illustration,sternum,occult",SVGrepo tattoo listing; preview generated locally,Pentagram Illustration SVG Icon,https://www.svgrepo.com/vectors/tattoo/
svg-tattoo-012,tattoo,David Star Frame,sacred geometry frame,auroraInk,geometric,forearm,vertical,6,Use star-of-david pictogram structure as a respectful geometric frame with calm spacing,"svgrepo,star of david,geometric,frame",SVGrepo tattoo listing; preview generated locally,Star Of David Pictogram SVG Icon,https://www.svgrepo.com/vectors/tattoo/
svg-tattoo-013,tattoo,Slash Heart Flash,broken-heart slash emblem,velvetSignal,mythic,forearm,crest,8,Shape a heart-slash fill idea into a bold flash emblem with smoke-like cuts,"svgrepo,heart slash,flash,heart",SVGrepo tattoo listing; preview generated locally,Heart Slash Fill SVG Icon,https://www.svgrepo.com/vectors/tattoo/
svg-tattoo-014,tattoo,Thin Cross Stem,minimal vertical cross tattoo,monoStencil,geometric,spine,vertical,4,Make a spare spine tattoo from thin-cross proportions with tiny balance marks,"svgrepo,thin cross,spine,minimal",SVGrepo tattoo listing; preview generated locally,Thin Cross SVG Icon,https://www.svgrepo.com/vectors/tattoo/
svg-tattoo-015,tattoo,Arrow Cross Compass,directional cross-arrow symbol,mossFlame,geometric,forearm,vertical,7,Build a compass-like forearm mark from cross-arrow energy and small rune cuts,"svgrepo,cross arrow,compass,forearm",SVGrepo tattoo listing; preview generated locally,Cross Arrow SVG Icon,https://www.svgrepo.com/vectors/tattoo/
svg-tattoo-016,tattoo,Black Star Thorn,sharp black star with thorn arcs,monoStencil,celestial,shoulder,crest,8,Turn a black-star idea into a shoulder crest with thorned arcs and heavy negative space,"svgrepo,star black,shoulder,thorn",SVGrepo tattoo listing; preview generated locally,Star Black SVG Icon,https://www.svgrepo.com/vectors/tattoo/
svg-tattoo-017,tattoo,Circle Slash Charm,clean circle-slash wrist charm,citrusCircuit,geometric,ankle,band,5,Use circle-slash geometry as a tiny band tattoo with softened corners and rhythm dots,"svgrepo,circle slash,band,minimal",SVGrepo tattoo listing; preview generated locally,Circle Slash SVG Icon,https://www.svgrepo.com/vectors/tattoo/
svg-tattoo-018,tattoo,Dashed Line Path,journey-line abstract tattoo,auroraInk,wave,forearm,vertical,6,Stretch line-dashed source energy into a winding journey tattoo with small stops and turns,"svgrepo,line dashed,path,forearm",SVGrepo tattoo listing; preview generated locally,Line Dashed SVG Icon,https://www.svgrepo.com/vectors/tattoo/
svg-tattoo-019,tattoo,Brush Mark Ghost,ink-brush shoulder sweep,velvetSignal,wave,shoulder,crescent,7,Make a crescent shoulder tattoo from brush-mark motion with ghosted echo strokes,"svgrepo,brush mark,ink,shoulder",SVGrepo tattoo listing; preview generated locally,Brush Mark SVG Icon,https://www.svgrepo.com/vectors/tattoo/
svg-tattoo-020,tattoo,Dragon Face Crest,mythic dragon mask flash,mossFlame,mythic,sternum,crest,9,Create a sternum crest from dragon-face energy with fierce symmetry and flame cuts,"svgrepo,dragon face,mythic,sternum",SVGrepo tattoo listing; preview generated locally,Dragon Face SVG Icon,https://www.svgrepo.com/vectors/tattoo/
svg-tattoo-021,tattoo,Latin Cross Ray,classic cross with ray halo,monoStencil,celestial,forearm,vertical,6,Build a vertical forearm tattoo from latin-cross structure and fine halo rays,"svgrepo,latin cross,halo,forearm",SVGrepo tattoo listing; preview generated locally,Latin Cross SVG Icon,https://www.svgrepo.com/vectors/tattoo/
svg-tattoo-022,tattoo,Love Gesture Rune,hand-sign inspired charm,citrusCircuit,mythic,forearm,crest,7,Turn love-you-gesture energy into a hand-rune flash mark with playful signal strokes,"svgrepo,love you gesture,hand,flash",SVGrepo tattoo listing; preview generated locally,Love You Gesture SVG Icon,https://www.svgrepo.com/vectors/tattoo/
svg-tattoo-023,tattoo,Raised Fist Spark,bold solidarity flash mark,mossFlame,geometric,shoulder,crest,8,Create a raised-fist inspired shoulder flash with sparks and thick confident lines,"svgrepo,raised fist,shoulder,spark",SVGrepo tattoo listing; preview generated locally,Raised Fist Skin SVG Icon,https://www.svgrepo.com/vectors/tattoo/
svg-tattoo-024,tattoo,Crossed Fingers Knot,luck-knot micro tattoo,auroraInk,geometric,ankle,crescent,5,Turn crossed-fingers luck into a tiny ankle knot with crescent framing,"svgrepo,crossed fingers,luck,ankle",SVGrepo tattoo listing; preview generated locally,Crossed Fingers SVG Icon,https://www.svgrepo.com/vectors/tattoo/
svg-tattoo-025,tattoo,Bell Line Memory,fine-line bell charm,velvetSignal,celestial,forearm,vertical,5,Make a line-bell memory charm with small ringing arcs and a slender vertical path,"svgrepo,line bell,charm,forearm",SVGrepo tattoo listing; preview generated locally,Line Bell SVG Icon,https://www.svgrepo.com/vectors/tattoo/
svg-tattoo-026,tattoo,Heart Label Token,old-label heart stamp,monoStencil,mythic,shoulder,crest,6,Use heart-label love as a stamp-like flash token with framed negative space,"svgrepo,heart label love,stamp,flash",SVGrepo tattoo listing; preview generated locally,Heart Label Love SVG Icon,https://www.svgrepo.com/vectors/tattoo/
svg-tattoo-027,tattoo,Back Arrow Ritual,return-arrow talisman,mossFlame,geometric,forearm,vertical,6,Turn an arrow-back icon into a return-path talisman with stacked marks,"svgrepo,arrow back,talisman,forearm",SVGrepo tattoo listing; preview generated locally,Arrow Back SVG Icon,https://www.svgrepo.com/vectors/tattoo/
svg-tattoo-028,tattoo,Previous Circle Portal,circular rewind mark,citrusCircuit,geometric,sternum,crest,7,Create a portal tattoo from previous-circle energy with rewind cuts and central stillness,"svgrepo,previous circle,portal,sternum",SVGrepo tattoo listing; preview generated locally,Previous Circle SVG Icon,https://www.svgrepo.com/vectors/tattoo/
svg-tattoo-029,tattoo,Left Circle Orbit,small directional orbit,auroraInk,celestial,ankle,band,5,Make a tiny band tattoo from left-circle motion and orbital dots,"svgrepo,left circle,orbit,ankle",SVGrepo tattoo listing; preview generated locally,Left Circle 1 SVG Icon,https://www.svgrepo.com/vectors/tattoo/
svg-tattoo-030,tattoo,Thick Cross Shield,heavy cross shield mark,monoStencil,mythic,shoulder,crest,8,Build a shield-like shoulder flash from thick-cross structure and protective line weight,"svgrepo,thick cross,shield,shoulder",SVGrepo tattoo listing; preview generated locally,Thick Cross SVG Icon,https://www.svgrepo.com/vectors/tattoo/
