id,kind,title,vibe,palette,control_a,control_b,control_c,intensity,prompt,tags,license
gen-icon-011,icon,Glass Circuit Icon,gallery-card composition app mark,velvetSignal,orbital,ribbons,Glass Circuit Icon for a compact creative tool,5,"Design Glass Circuit Icon as a crisp app icon with a readable silhouette, orbital core, ribbons detail, and strong contrast at small sizes.","icon,app,orbital,ribbons,velvetSignal",Original free-to-use generated seed
gen-icon-012,icon,Wild Crest Icon,dreamy editorial spread app mark,mossFlame,crystal,sparks,Wild Crest Icon for a compact creative tool,6,"Design Wild Crest Icon as a crisp app icon with a readable silhouette, crystal core, sparks detail, and strong contrast at small sizes.","icon,app,crystal,sparks,mossFlame",Original free-to-use generated seed
gen-icon-013,icon,Soft Bloom Icon,high-contrast visual identity mood app mark,monoStencil,mask,glyphs,Soft Bloom Icon for a compact creative tool,7,"Design Soft Bloom Icon as a crisp app icon with a readable silhouette, mask core, glyphs detail, and strong contrast at small sizes.","icon,app,mask,glyphs,monoStencil",Original free-to-use generated seed
gen-icon-014,icon,Static Ember Icon,handmade flash sheet app mark,auroraInk,botanical,stars,Static Ember Icon for a compact creative tool,8,"Design Static Ember Icon as a crisp app icon with a readable silhouette, botanical core, stars detail, and strong contrast at small sizes.","icon,app,botanical,stars,auroraInk",Original free-to-use generated seed
gen-icon-015,icon,Golden Wave Icon,digital mural fragment app mark,citrusCircuit,signal,petals,Golden Wave Icon for a compact creative tool,9,"Design Golden Wave Icon as a crisp app icon with a readable silhouette, signal core, petals detail, and strong contrast at small sizes.","icon,app,signal,petals,citrusCircuit",Original free-to-use generated seed
gen-icon-016,icon,Ink Engine Icon,ritual object study app mark,velvetSignal,orbital,ribbons,Ink Engine Icon for a compact creative tool,10,"Design Ink Engine Icon as a crisp app icon with a readable silhouette, orbital core, ribbons detail, and strong contrast at small sizes.","icon,app,orbital,ribbons,velvetSignal",Original free-to-use generated seed
gen-icon-017,icon,Rainlit Ribbon Icon,street-sticker concept app mark,mossFlame,crystal,sparks,Rainlit Ribbon Icon for a compact creative tool,3,"Design Rainlit Ribbon Icon as a crisp app icon with a readable silhouette, crystal core, sparks detail, and strong contrast at small sizes.","icon,app,crystal,sparks,mossFlame",Original free-to-use generated seed
gen-icon-018,icon,Signal Archive Icon,poster-ready studio wall app mark,monoStencil,mask,glyphs,Signal Archive Icon for a compact creative tool,4,"Design Signal Archive Icon as a crisp app icon with a readable silhouette, mask core, glyphs detail, and strong contrast at small sizes.","icon,app,mask,glyphs,monoStencil",Original free-to-use generated seed
gen-icon-019,icon,Mythic Shrine Icon,album-cover color study app mark,auroraInk,botanical,stars,Mythic Shrine Icon for a compact creative tool,5,"Design Mythic Shrine Icon as a crisp app icon with a readable silhouette, botanical core, stars detail, and strong contrast at small sizes.","icon,app,botanical,stars,auroraInk",Original free-to-use generated seed
gen-icon-020,icon,Bright Glyph Icon,sketchbook remix plate app mark,citrusCircuit,signal,petals,Bright Glyph Icon for a compact creative tool,6,"Design Bright Glyph Icon as a crisp app icon with a readable silhouette, signal core, petals detail, and strong contrast at small sizes.","icon,app,signal,petals,citrusCircuit",Original free-to-use generated seed
gen-icon-021,icon,Prismatic Orchard Icon,gallery-card composition app mark,velvetSignal,orbital,ribbons,Prismatic Orchard Icon for a compact creative tool,7,"Design Prismatic Orchard Icon as a crisp app icon with a readable silhouette, orbital core, ribbons detail, and strong contrast at small sizes.","icon,app,orbital,ribbons,velvetSignal",Original free-to-use generated seed
gen-icon-022,icon,Velvet Map Icon,dreamy editorial spread app mark,mossFlame,crystal,sparks,Velvet Map Icon for a compact creative tool,8,"Design Velvet Map Icon as a crisp app icon with a readable silhouette, crystal core, sparks detail, and strong contrast at small sizes.","icon,app,crystal,sparks,mossFlame",Original free-to-use generated seed
gen-icon-023,icon,Neon Harbor Icon,high-contrast visual identity mood app mark,monoStencil,mask,glyphs,Neon Harbor Icon for a compact creative tool,9,"Design Neon Harbor Icon as a crisp app icon with a readable silhouette, mask core, glyphs detail, and strong contrast at small sizes.","icon,app,mask,glyphs,monoStencil",Original free-to-use generated seed
gen-icon-024,icon,Quiet Portal Icon,handmade flash sheet app mark,auroraInk,botanical,stars,Quiet Portal Icon for a compact creative tool,10,"Design Quiet Portal Icon as a crisp app icon with a readable silhouette, botanical core, stars detail, and strong contrast at small sizes.","icon,app,botanical,stars,auroraInk",Original free-to-use generated seed
gen-icon-025,icon,Chrome Pulse Icon,digital mural fragment app mark,citrusCircuit,signal,petals,Chrome Pulse Icon for a compact creative tool,3,"Design Chrome Pulse Icon as a crisp app icon with a readable silhouette, signal core, petals detail, and strong contrast at small sizes.","icon,app,signal,petals,citrusCircuit",Original free-to-use generated seed
gen-icon-026,icon,Solar Mirror Icon,ritual object study app mark,velvetSignal,orbital,ribbons,Solar Mirror Icon for a compact creative tool,4,"Design Solar Mirror Icon as a crisp app icon with a readable silhouette, orbital core, ribbons detail, and strong contrast at small sizes.","icon,app,orbital,ribbons,velvetSignal",Original free-to-use generated seed
gen-icon-027,icon,Midnight Relic Icon,street-sticker concept app mark,mossFlame,crystal,sparks,Midnight Relic Icon for a compact creative tool,5,"Design Midnight Relic Icon as a crisp app icon with a readable silhouette, crystal core, sparks detail, and strong contrast at small sizes.","icon,app,crystal,sparks,mossFlame",Original free-to-use generated seed
gen-icon-028,icon,Paper Lantern Icon,poster-ready studio wall app mark,monoStencil,mask,glyphs,Paper Lantern Icon for a compact creative tool,6,"Design Paper Lantern Icon as a crisp app icon with a readable silhouette, mask core, glyphs detail, and strong contrast at small sizes.","icon,app,mask,glyphs,monoStencil",Original free-to-use generated seed
gen-icon-029,icon,Electric Garden Icon,album-cover color study app mark,auroraInk,botanical,stars,Electric Garden Icon for a compact creative tool,7,"Design Electric Garden Icon as a crisp app icon with a readable silhouette, botanical core, stars detail, and strong contrast at small sizes.","icon,app,botanical,stars,auroraInk",Original free-to-use generated seed
gen-icon-030,icon,Lunar Compass Icon,sketchbook remix plate app mark,citrusCircuit,signal,petals,Lunar Compass Icon for a compact creative tool,8,"Design Lunar Compass Icon as a crisp app icon with a readable silhouette, signal core, petals detail, and strong contrast at small sizes.","icon,app,signal,petals,citrusCircuit",Original free-to-use generated seed
gen-icon-031,icon,Glass Circuit Icon,gallery-card composition app mark,velvetSignal,orbital,ribbons,Glass Circuit Icon for a compact creative tool,9,"Design Glass Circuit Icon as a crisp app icon with a readable silhouette, orbital core, ribbons detail, and strong contrast at small sizes.","icon,app,orbital,ribbons,velvetSignal",Original free-to-use generated seed
gen-icon-032,icon,Wild Crest Icon,dreamy editorial spread app mark,mossFlame,crystal,sparks,Wild Crest Icon for a compact creative tool,10,"Design Wild Crest Icon as a crisp app icon with a readable silhouette, crystal core, sparks detail, and strong contrast at small sizes.","icon,app,crystal,sparks,mossFlame",Original free-to-use generated seed
gen-icon-033,icon,Soft Bloom Icon,high-contrast visual identity mood app mark,monoStencil,mask,glyphs,Soft Bloom Icon for a compact creative tool,3,"Design Soft Bloom Icon as a crisp app icon with a readable silhouette, mask core, glyphs detail, and strong contrast at small sizes.","icon,app,mask,glyphs,monoStencil",Original free-to-use generated seed
gen-icon-034,icon,Static Ember Icon,handmade flash sheet app mark,auroraInk,botanical,stars,Static Ember Icon for a compact creative tool,4,"Design Static Ember Icon as a crisp app icon with a readable silhouette, botanical core, stars detail, and strong contrast at small sizes.","icon,app,botanical,stars,auroraInk",Original free-to-use generated seed
gen-icon-035,icon,Golden Wave Icon,digital mural fragment app mark,citrusCircuit,signal,petals,Golden Wave Icon for a compact creative tool,5,"Design Golden Wave Icon as a crisp app icon with a readable silhouette, signal core, petals detail, and strong contrast at small sizes.","icon,app,signal,petals,citrusCircuit",Original free-to-use generated seed
gen-icon-036,icon,Ink Engine Icon,ritual object study app mark,velvetSignal,orbital,ribbons,Ink Engine Icon for a compact creative tool,6,"Design Ink Engine Icon as a crisp app icon with a readable silhouette, orbital core, ribbons detail, and strong contrast at small sizes.","icon,app,orbital,ribbons,velvetSignal",Original free-to-use generated seed
gen-icon-037,icon,Rainlit Ribbon Icon,street-sticker concept app mark,mossFlame,crystal,sparks,Rainlit Ribbon Icon for a compact creative tool,7,"Design Rainlit Ribbon Icon as a crisp app icon with a readable silhouette, crystal core, sparks detail, and strong contrast at small sizes.","icon,app,crystal,sparks,mossFlame",Original free-to-use generated seed
gen-icon-038,icon,Signal Archive Icon,poster-ready studio wall app mark,monoStencil,mask,glyphs,Signal Archive Icon for a compact creative tool,8,"Design Signal Archive Icon as a crisp app icon with a readable silhouette, mask core, glyphs detail, and strong contrast at small sizes.","icon,app,mask,glyphs,monoStencil",Original free-to-use generated seed
gen-icon-039,icon,Mythic Shrine Icon,album-cover color study app mark,auroraInk,botanical,stars,Mythic Shrine Icon for a compact creative tool,9,"Design Mythic Shrine Icon as a crisp app icon with a readable silhouette, botanical core, stars detail, and strong contrast at small sizes.","icon,app,botanical,stars,auroraInk",Original free-to-use generated seed
gen-icon-040,icon,Bright Glyph Icon,sketchbook remix plate app mark,citrusCircuit,signal,petals,Bright Glyph Icon for a compact creative tool,10,"Design Bright Glyph Icon as a crisp app icon with a readable silhouette, signal core, petals detail, and strong contrast at small sizes.","icon,app,signal,petals,citrusCircuit",Original free-to-use generated seed
gen-icon-041,icon,Prismatic Orchard Icon,gallery-card composition app mark,velvetSignal,orbital,ribbons,Prismatic Orchard Icon for a compact creative tool,3,"Design Prismatic Orchard Icon as a crisp app icon with a readable silhouette, orbital core, ribbons detail, and strong contrast at small sizes.","icon,app,orbital,ribbons,velvetSignal",Original free-to-use generated seed
gen-icon-042,icon,Velvet Map Icon,dreamy editorial spread app mark,mossFlame,crystal,sparks,Velvet Map Icon for a compact creative tool,4,"Design Velvet Map Icon as a crisp app icon with a readable silhouette, crystal core, sparks detail, and strong contrast at small sizes.","icon,app,crystal,sparks,mossFlame",Original free-to-use generated seed
gen-icon-043,icon,Neon Harbor Icon,high-contrast visual identity mood app mark,monoStencil,mask,glyphs,Neon Harbor Icon for a compact creative tool,5,"Design Neon Harbor Icon as a crisp app icon with a readable silhouette, mask core, glyphs detail, and strong contrast at small sizes.","icon,app,mask,glyphs,monoStencil",Original free-to-use generated seed
gen-icon-044,icon,Quiet Portal Icon,handmade flash sheet app mark,auroraInk,botanical,stars,Quiet Portal Icon for a compact creative tool,6,"Design Quiet Portal Icon as a crisp app icon with a readable silhouette, botanical core, stars detail, and strong contrast at small sizes.","icon,app,botanical,stars,auroraInk",Original free-to-use generated seed
gen-icon-045,icon,Chrome Pulse Icon,digital mural fragment app mark,citrusCircuit,signal,petals,Chrome Pulse Icon for a compact creative tool,7,"Design Chrome Pulse Icon as a crisp app icon with a readable silhouette, signal core, petals detail, and strong contrast at small sizes.","icon,app,signal,petals,citrusCircuit",Original free-to-use generated seed
gen-icon-046,icon,Solar Mirror Icon,ritual object study app mark,velvetSignal,orbital,ribbons,Solar Mirror Icon for a compact creative tool,8,"Design Solar Mirror Icon as a crisp app icon with a readable silhouette, orbital core, ribbons detail, and strong contrast at small sizes.","icon,app,orbital,ribbons,velvetSignal",Original free-to-use generated seed
gen-icon-047,icon,Midnight Relic Icon,street-sticker concept app mark,mossFlame,crystal,sparks,Midnight Relic Icon for a compact creative tool,9,"Design Midnight Relic Icon as a crisp app icon with a readable silhouette, crystal core, sparks detail, and strong contrast at small sizes.","icon,app,crystal,sparks,mossFlame",Original free-to-use generated seed
gen-icon-048,icon,Paper Lantern Icon,poster-ready studio wall app mark,monoStencil,mask,glyphs,Paper Lantern Icon for a compact creative tool,10,"Design Paper Lantern Icon as a crisp app icon with a readable silhouette, mask core, glyphs detail, and strong contrast at small sizes.","icon,app,mask,glyphs,monoStencil",Original free-to-use generated seed
gen-icon-049,icon,Electric Garden Icon,album-cover color study app mark,auroraInk,botanical,stars,Electric Garden Icon for a compact creative tool,3,"Design Electric Garden Icon as a crisp app icon with a readable silhouette, botanical core, stars detail, and strong contrast at small sizes.","icon,app,botanical,stars,auroraInk",Original free-to-use generated seed
gen-icon-050,icon,Lunar Compass Icon,sketchbook remix plate app mark,citrusCircuit,signal,petals,Lunar Compass Icon for a compact creative tool,4,"Design Lunar Compass Icon as a crisp app icon with a readable silhouette, signal core, petals detail, and strong contrast at small sizes.","icon,app,signal,petals,citrusCircuit",Original free-to-use generated seed
gen-icon-051,icon,Glass Circuit Icon,gallery-card composition app mark,velvetSignal,orbital,ribbons,Glass Circuit Icon for a compact creative tool,5,"Design Glass Circuit Icon as a crisp app icon with a readable silhouette, orbital core, ribbons detail, and strong contrast at small sizes.","icon,app,orbital,ribbons,velvetSignal",Original free-to-use generated seed
gen-icon-052,icon,Wild Crest Icon,dreamy editorial spread app mark,mossFlame,crystal,sparks,Wild Crest Icon for a compact creative tool,6,"Design Wild Crest Icon as a crisp app icon with a readable silhouette, crystal core, sparks detail, and strong contrast at small sizes.","icon,app,crystal,sparks,mossFlame",Original free-to-use generated seed
gen-icon-053,icon,Soft Bloom Icon,high-contrast visual identity mood app mark,monoStencil,mask,glyphs,Soft Bloom Icon for a compact creative tool,7,"Design Soft Bloom Icon as a crisp app icon with a readable silhouette, mask core, glyphs detail, and strong contrast at small sizes.","icon,app,mask,glyphs,monoStencil",Original free-to-use generated seed
gen-icon-054,icon,Static Ember Icon,handmade flash sheet app mark,auroraInk,botanical,stars,Static Ember Icon for a compact creative tool,8,"Design Static Ember Icon as a crisp app icon with a readable silhouette, botanical core, stars detail, and strong contrast at small sizes.","icon,app,botanical,stars,auroraInk",Original free-to-use generated seed
gen-icon-055,icon,Golden Wave Icon,digital mural fragment app mark,citrusCircuit,signal,petals,Golden Wave Icon for a compact creative tool,9,"Design Golden Wave Icon as a crisp app icon with a readable silhouette, signal core, petals detail, and strong contrast at small sizes.","icon,app,signal,petals,citrusCircuit",Original free-to-use generated seed
gen-icon-056,icon,Ink Engine Icon,ritual object study app mark,velvetSignal,orbital,ribbons,Ink Engine Icon for a compact creative tool,10,"Design Ink Engine Icon as a crisp app icon with a readable silhouette, orbital core, ribbons detail, and strong contrast at small sizes.","icon,app,orbital,ribbons,velvetSignal",Original free-to-use generated seed
gen-icon-057,icon,Rainlit Ribbon Icon,street-sticker concept app mark,mossFlame,crystal,sparks,Rainlit Ribbon Icon for a compact creative tool,3,"Design Rainlit Ribbon Icon as a crisp app icon with a readable silhouette, crystal core, sparks detail, and strong contrast at small sizes.","icon,app,crystal,sparks,mossFlame",Original free-to-use generated seed
gen-icon-058,icon,Signal Archive Icon,poster-ready studio wall app mark,monoStencil,mask,glyphs,Signal Archive Icon for a compact creative tool,4,"Design Signal Archive Icon as a crisp app icon with a readable silhouette, mask core, glyphs detail, and strong contrast at small sizes.","icon,app,mask,glyphs,monoStencil",Original free-to-use generated seed
gen-icon-059,icon,Mythic Shrine Icon,album-cover color study app mark,auroraInk,botanical,stars,Mythic Shrine Icon for a compact creative tool,5,"Design Mythic Shrine Icon as a crisp app icon with a readable silhouette, botanical core, stars detail, and strong contrast at small sizes.","icon,app,botanical,stars,auroraInk",Original free-to-use generated seed
gen-icon-060,icon,Bright Glyph Icon,sketchbook remix plate app mark,citrusCircuit,signal,petals,Bright Glyph Icon for a compact creative tool,6,"Design Bright Glyph Icon as a crisp app icon with a readable silhouette, signal core, petals detail, and strong contrast at small sizes.","icon,app,signal,petals,citrusCircuit",Original free-to-use generated seed
gen-icon-061,icon,Prismatic Orchard Icon,gallery-card composition app mark,velvetSignal,orbital,ribbons,Prismatic Orchard Icon for a compact creative tool,7,"Design Prismatic Orchard Icon as a crisp app icon with a readable silhouette, orbital core, ribbons detail, and strong contrast at small sizes.","icon,app,orbital,ribbons,velvetSignal",Original free-to-use generated seed
gen-icon-062,icon,Velvet Map Icon,dreamy editorial spread app mark,mossFlame,crystal,sparks,Velvet Map Icon for a compact creative tool,8,"Design Velvet Map Icon as a crisp app icon with a readable silhouette, crystal core, sparks detail, and strong contrast at small sizes.","icon,app,crystal,sparks,mossFlame",Original free-to-use generated seed
gen-icon-063,icon,Neon Harbor Icon,high-contrast visual identity mood app mark,monoStencil,mask,glyphs,Neon Harbor Icon for a compact creative tool,9,"Design Neon Harbor Icon as a crisp app icon with a readable silhouette, mask core, glyphs detail, and strong contrast at small sizes.","icon,app,mask,glyphs,monoStencil",Original free-to-use generated seed
gen-icon-064,icon,Quiet Portal Icon,handmade flash sheet app mark,auroraInk,botanical,stars,Quiet Portal Icon for a compact creative tool,10,"Design Quiet Portal Icon as a crisp app icon with a readable silhouette, botanical core, stars detail, and strong contrast at small sizes.","icon,app,botanical,stars,auroraInk",Original free-to-use generated seed
gen-icon-065,icon,Chrome Pulse Icon,digital mural fragment app mark,citrusCircuit,signal,petals,Chrome Pulse Icon for a compact creative tool,3,"Design Chrome Pulse Icon as a crisp app icon with a readable silhouette, signal core, petals detail, and strong contrast at small sizes.","icon,app,signal,petals,citrusCircuit",Original free-to-use generated seed
gen-icon-066,icon,Solar Mirror Icon,ritual object study app mark,velvetSignal,orbital,ribbons,Solar Mirror Icon for a compact creative tool,4,"Design Solar Mirror Icon as a crisp app icon with a readable silhouette, orbital core, ribbons detail, and strong contrast at small sizes.","icon,app,orbital,ribbons,velvetSignal",Original free-to-use generated seed
gen-icon-067,icon,Midnight Relic Icon,street-sticker concept app mark,mossFlame,crystal,sparks,Midnight Relic Icon for a compact creative tool,5,"Design Midnight Relic Icon as a crisp app icon with a readable silhouette, crystal core, sparks detail, and strong contrast at small sizes.","icon,app,crystal,sparks,mossFlame",Original free-to-use generated seed
gen-icon-068,icon,Paper Lantern Icon,poster-ready studio wall app mark,monoStencil,mask,glyphs,Paper Lantern Icon for a compact creative tool,6,"Design Paper Lantern Icon as a crisp app icon with a readable silhouette, mask core, glyphs detail, and strong contrast at small sizes.","icon,app,mask,glyphs,monoStencil",Original free-to-use generated seed
gen-icon-069,icon,Electric Garden Icon,album-cover color study app mark,auroraInk,botanical,stars,Electric Garden Icon for a compact creative tool,7,"Design Electric Garden Icon as a crisp app icon with a readable silhouette, botanical core, stars detail, and strong contrast at small sizes.","icon,app,botanical,stars,auroraInk",Original free-to-use generated seed
gen-icon-070,icon,Lunar Compass Icon,sketchbook remix plate app mark,citrusCircuit,signal,petals,Lunar Compass Icon for a compact creative tool,8,"Design Lunar Compass Icon as a crisp app icon with a readable silhouette, signal core, petals detail, and strong contrast at small sizes.","icon,app,signal,petals,citrusCircuit",Original free-to-use generated seed
gen-icon-071,icon,Glass Circuit Icon,gallery-card composition app mark,velvetSignal,orbital,ribbons,Glass Circuit Icon for a compact creative tool,9,"Design Glass Circuit Icon as a crisp app icon with a readable silhouette, orbital core, ribbons detail, and strong contrast at small sizes.","icon,app,orbital,ribbons,velvetSignal",Original free-to-use generated seed
gen-icon-072,icon,Wild Crest Icon,dreamy editorial spread app mark,mossFlame,crystal,sparks,Wild Crest Icon for a compact creative tool,10,"Design Wild Crest Icon as a crisp app icon with a readable silhouette, crystal core, sparks detail, and strong contrast at small sizes.","icon,app,crystal,sparks,mossFlame",Original free-to-use generated seed
gen-icon-073,icon,Soft Bloom Icon,high-contrast visual identity mood app mark,monoStencil,mask,glyphs,Soft Bloom Icon for a compact creative tool,3,"Design Soft Bloom Icon as a crisp app icon with a readable silhouette, mask core, glyphs detail, and strong contrast at small sizes.","icon,app,mask,glyphs,monoStencil",Original free-to-use generated seed
gen-icon-074,icon,Static Ember Icon,handmade flash sheet app mark,auroraInk,botanical,stars,Static Ember Icon for a compact creative tool,4,"Design Static Ember Icon as a crisp app icon with a readable silhouette, botanical core, stars detail, and strong contrast at small sizes.","icon,app,botanical,stars,auroraInk",Original free-to-use generated seed
gen-icon-075,icon,Golden Wave Icon,digital mural fragment app mark,citrusCircuit,signal,petals,Golden Wave Icon for a compact creative tool,5,"Design Golden Wave Icon as a crisp app icon with a readable silhouette, signal core, petals detail, and strong contrast at small sizes.","icon,app,signal,petals,citrusCircuit",Original free-to-use generated seed
gen-icon-076,icon,Ink Engine Icon,ritual object study app mark,velvetSignal,orbital,ribbons,Ink Engine Icon for a compact creative tool,6,"Design Ink Engine Icon as a crisp app icon with a readable silhouette, orbital core, ribbons detail, and strong contrast at small sizes.","icon,app,orbital,ribbons,velvetSignal",Original free-to-use generated seed
gen-icon-077,icon,Rainlit Ribbon Icon,street-sticker concept app mark,mossFlame,crystal,sparks,Rainlit Ribbon Icon for a compact creative tool,7,"Design Rainlit Ribbon Icon as a crisp app icon with a readable silhouette, crystal core, sparks detail, and strong contrast at small sizes.","icon,app,crystal,sparks,mossFlame",Original free-to-use generated seed
gen-icon-078,icon,Signal Archive Icon,poster-ready studio wall app mark,monoStencil,mask,glyphs,Signal Archive Icon for a compact creative tool,8,"Design Signal Archive Icon as a crisp app icon with a readable silhouette, mask core, glyphs detail, and strong contrast at small sizes.","icon,app,mask,glyphs,monoStencil",Original free-to-use generated seed
gen-icon-079,icon,Mythic Shrine Icon,album-cover color study app mark,auroraInk,botanical,stars,Mythic Shrine Icon for a compact creative tool,9,"Design Mythic Shrine Icon as a crisp app icon with a readable silhouette, botanical core, stars detail, and strong contrast at small sizes.","icon,app,botanical,stars,auroraInk",Original free-to-use generated seed
gen-icon-080,icon,Bright Glyph Icon,sketchbook remix plate app mark,citrusCircuit,signal,petals,Bright Glyph Icon for a compact creative tool,10,"Design Bright Glyph Icon as a crisp app icon with a readable silhouette, signal core, petals detail, and strong contrast at small sizes.","icon,app,signal,petals,citrusCircuit",Original free-to-use generated seed
gen-icon-081,icon,Prismatic Orchard Icon,gallery-card composition app mark,velvetSignal,orbital,ribbons,Prismatic Orchard Icon for a compact creative tool,3,"Design Prismatic Orchard Icon as a crisp app icon with a readable silhouette, orbital core, ribbons detail, and strong contrast at small sizes.","icon,app,orbital,ribbons,velvetSignal",Original free-to-use generated seed
gen-icon-082,icon,Velvet Map Icon,dreamy editorial spread app mark,mossFlame,crystal,sparks,Velvet Map Icon for a compact creative tool,4,"Design Velvet Map Icon as a crisp app icon with a readable silhouette, crystal core, sparks detail, and strong contrast at small sizes.","icon,app,crystal,sparks,mossFlame",Original free-to-use generated seed
gen-icon-083,icon,Neon Harbor Icon,high-contrast visual identity mood app mark,monoStencil,mask,glyphs,Neon Harbor Icon for a compact creative tool,5,"Design Neon Harbor Icon as a crisp app icon with a readable silhouette, mask core, glyphs detail, and strong contrast at small sizes.","icon,app,mask,glyphs,monoStencil",Original free-to-use generated seed
gen-icon-084,icon,Quiet Portal Icon,handmade flash sheet app mark,auroraInk,botanical,stars,Quiet Portal Icon for a compact creative tool,6,"Design Quiet Portal Icon as a crisp app icon with a readable silhouette, botanical core, stars detail, and strong contrast at small sizes.","icon,app,botanical,stars,auroraInk",Original free-to-use generated seed
gen-icon-085,icon,Chrome Pulse Icon,digital mural fragment app mark,citrusCircuit,signal,petals,Chrome Pulse Icon for a compact creative tool,7,"Design Chrome Pulse Icon as a crisp app icon with a readable silhouette, signal core, petals detail, and strong contrast at small sizes.","icon,app,signal,petals,citrusCircuit",Original free-to-use generated seed
gen-icon-086,icon,Solar Mirror Icon,ritual object study app mark,velvetSignal,orbital,ribbons,Solar Mirror Icon for a compact creative tool,8,"Design Solar Mirror Icon as a crisp app icon with a readable silhouette, orbital core, ribbons detail, and strong contrast at small sizes.","icon,app,orbital,ribbons,velvetSignal",Original free-to-use generated seed
gen-icon-087,icon,Midnight Relic Icon,street-sticker concept app mark,mossFlame,crystal,sparks,Midnight Relic Icon for a compact creative tool,9,"Design Midnight Relic Icon as a crisp app icon with a readable silhouette, crystal core, sparks detail, and strong contrast at small sizes.","icon,app,crystal,sparks,mossFlame",Original free-to-use generated seed
gen-icon-088,icon,Paper Lantern Icon,poster-ready studio wall app mark,monoStencil,mask,glyphs,Paper Lantern Icon for a compact creative tool,10,"Design Paper Lantern Icon as a crisp app icon with a readable silhouette, mask core, glyphs detail, and strong contrast at small sizes.","icon,app,mask,glyphs,monoStencil",Original free-to-use generated seed
gen-icon-089,icon,Electric Garden Icon,album-cover color study app mark,auroraInk,botanical,stars,Electric Garden Icon for a compact creative tool,3,"Design Electric Garden Icon as a crisp app icon with a readable silhouette, botanical core, stars detail, and strong contrast at small sizes.","icon,app,botanical,stars,auroraInk",Original free-to-use generated seed
gen-icon-090,icon,Lunar Compass Icon,sketchbook remix plate app mark,citrusCircuit,signal,petals,Lunar Compass Icon for a compact creative tool,4,"Design Lunar Compass Icon as a crisp app icon with a readable silhouette, signal core, petals detail, and strong contrast at small sizes.","icon,app,signal,petals,citrusCircuit",Original free-to-use generated seed
