id,kind,title,vibe,palette,control_a,control_b,control_c,intensity,prompt,tags,license
gen-comic-039,comic,Orbit Vale Ribbon: Glass Issue,street comic page with grid layout,citrusCircuit,grid,street,Orbit Vale Ribbon,7,Stage Orbit Vale Ribbon: Glass Issue as a grid comic composition where Orbit Vale Ribbon hits a street turning point with readable captions and bold motion.,"comic,grid,street,citrusCircuit",Original free-to-use generated seed
gen-comic-040,comic,Juno Flash Garden: Ink Issue,cosmic comic page with poster layout,mossFlame,poster,cosmic,Juno Flash Garden,8,Stage Juno Flash Garden: Ink Issue as a poster comic composition where Juno Flash Garden hits a cosmic turning point with readable captions and bold motion.,"comic,poster,cosmic,mossFlame",Original free-to-use generated seed
gen-comic-041,comic,Pixel Nova Orchard: Prismatic Issue,mystic comic page with three layout,auroraInk,three,mystic,Pixel Nova Orchard,9,Stage Pixel Nova Orchard: Prismatic Issue as a three comic composition where Pixel Nova Orchard hits a mystic turning point with readable captions and bold motion.,"comic,three,mystic,auroraInk",Original free-to-use generated seed
gen-comic-042,comic,Vera Volt Bloom: Solar Issue,neon comic page with splash layout,velvetSignal,splash,neon,Vera Volt Bloom,10,Stage Vera Volt Bloom: Solar Issue as a splash comic composition where Vera Volt Bloom hits a neon turning point with readable captions and bold motion.,"comic,splash,neon,velvetSignal",Original free-to-use generated seed
gen-comic-043,comic,Ink Relay Pulse: Glass Issue,street comic page with grid layout,monoStencil,grid,street,Ink Relay Pulse,4,Stage Ink Relay Pulse: Glass Issue as a grid comic composition where Ink Relay Pulse hits a street turning point with readable captions and bold motion.,"comic,grid,street,monoStencil",Original free-to-use generated seed
gen-comic-044,comic,Glyph Ryder Ribbon: Ink Issue,cosmic comic page with poster layout,citrusCircuit,poster,cosmic,Glyph Ryder Ribbon,5,Stage Glyph Ryder Ribbon: Ink Issue as a poster comic composition where Glyph Ryder Ribbon hits a cosmic turning point with readable captions and bold motion.,"comic,poster,cosmic,citrusCircuit",Original free-to-use generated seed
gen-comic-045,comic,Captain Color Garden: Prismatic Issue,mystic comic page with three layout,mossFlame,three,mystic,Captain Color Garden,6,Stage Captain Color Garden: Prismatic Issue as a three comic composition where Captain Color Garden hits a mystic turning point with readable captions and bold motion.,"comic,three,mystic,mossFlame",Original free-to-use generated seed
gen-comic-046,comic,Mira Static Orchard: Solar Issue,neon comic page with splash layout,auroraInk,splash,neon,Mira Static Orchard,7,Stage Mira Static Orchard: Solar Issue as a splash comic composition where Mira Static Orchard hits a neon turning point with readable captions and bold motion.,"comic,splash,neon,auroraInk",Original free-to-use generated seed
gen-comic-047,comic,Orbit Vale Bloom: Glass Issue,street comic page with grid layout,velvetSignal,grid,street,Orbit Vale Bloom,8,Stage Orbit Vale Bloom: Glass Issue as a grid comic composition where Orbit Vale Bloom hits a street turning point with readable captions and bold motion.,"comic,grid,street,velvetSignal",Original free-to-use generated seed
gen-comic-048,comic,Juno Flash Pulse: Ink Issue,cosmic comic page with poster layout,monoStencil,poster,cosmic,Juno Flash Pulse,9,Stage Juno Flash Pulse: Ink Issue as a poster comic composition where Juno Flash Pulse hits a cosmic turning point with readable captions and bold motion.,"comic,poster,cosmic,monoStencil",Original free-to-use generated seed
gen-comic-049,comic,Pixel Nova Ribbon: Prismatic Issue,mystic comic page with three layout,citrusCircuit,three,mystic,Pixel Nova Ribbon,10,Stage Pixel Nova Ribbon: Prismatic Issue as a three comic composition where Pixel Nova Ribbon hits a mystic turning point with readable captions and bold motion.,"comic,three,mystic,citrusCircuit",Original free-to-use generated seed
gen-comic-050,comic,Vera Volt Garden: Solar Issue,neon comic page with splash layout,mossFlame,splash,neon,Vera Volt Garden,4,Stage Vera Volt Garden: Solar Issue as a splash comic composition where Vera Volt Garden hits a neon turning point with readable captions and bold motion.,"comic,splash,neon,mossFlame",Original free-to-use generated seed
gen-comic-051,comic,Ink Relay Orchard: Glass Issue,street comic page with grid layout,auroraInk,grid,street,Ink Relay Orchard,5,Stage Ink Relay Orchard: Glass Issue as a grid comic composition where Ink Relay Orchard hits a street turning point with readable captions and bold motion.,"comic,grid,street,auroraInk",Original free-to-use generated seed
gen-comic-052,comic,Glyph Ryder Bloom: Ink Issue,cosmic comic page with poster layout,velvetSignal,poster,cosmic,Glyph Ryder Bloom,6,Stage Glyph Ryder Bloom: Ink Issue as a poster comic composition where Glyph Ryder Bloom hits a cosmic turning point with readable captions and bold motion.,"comic,poster,cosmic,velvetSignal",Original free-to-use generated seed
gen-comic-053,comic,Captain Color Pulse: Prismatic Issue,mystic comic page with three layout,monoStencil,three,mystic,Captain Color Pulse,7,Stage Captain Color Pulse: Prismatic Issue as a three comic composition where Captain Color Pulse hits a mystic turning point with readable captions and bold motion.,"comic,three,mystic,monoStencil",Original free-to-use generated seed
gen-comic-054,comic,Mira Static Ribbon: Solar Issue,neon comic page with splash layout,citrusCircuit,splash,neon,Mira Static Ribbon,8,Stage Mira Static Ribbon: Solar Issue as a splash comic composition where Mira Static Ribbon hits a neon turning point with readable captions and bold motion.,"comic,splash,neon,citrusCircuit",Original free-to-use generated seed
gen-comic-055,comic,Orbit Vale Garden: Glass Issue,street comic page with grid layout,mossFlame,grid,street,Orbit Vale Garden,9,Stage Orbit Vale Garden: Glass Issue as a grid comic composition where Orbit Vale Garden hits a street turning point with readable captions and bold motion.,"comic,grid,street,mossFlame",Original free-to-use generated seed
gen-comic-056,comic,Juno Flash Orchard: Ink Issue,cosmic comic page with poster layout,auroraInk,poster,cosmic,Juno Flash Orchard,10,Stage Juno Flash Orchard: Ink Issue as a poster comic composition where Juno Flash Orchard hits a cosmic turning point with readable captions and bold motion.,"comic,poster,cosmic,auroraInk",Original free-to-use generated seed
gen-comic-057,comic,Pixel Nova Bloom: Prismatic Issue,mystic comic page with three layout,velvetSignal,three,mystic,Pixel Nova Bloom,4,Stage Pixel Nova Bloom: Prismatic Issue as a three comic composition where Pixel Nova Bloom hits a mystic turning point with readable captions and bold motion.,"comic,three,mystic,velvetSignal",Original free-to-use generated seed
gen-comic-058,comic,Vera Volt Pulse: Solar Issue,neon comic page with splash layout,monoStencil,splash,neon,Vera Volt Pulse,5,Stage Vera Volt Pulse: Solar Issue as a splash comic composition where Vera Volt Pulse hits a neon turning point with readable captions and bold motion.,"comic,splash,neon,monoStencil",Original free-to-use generated seed
gen-comic-059,comic,Ink Relay Ribbon: Glass Issue,street comic page with grid layout,citrusCircuit,grid,street,Ink Relay Ribbon,6,Stage Ink Relay Ribbon: Glass Issue as a grid comic composition where Ink Relay Ribbon hits a street turning point with readable captions and bold motion.,"comic,grid,street,citrusCircuit",Original free-to-use generated seed
gen-comic-060,comic,Glyph Ryder Garden: Ink Issue,cosmic comic page with poster layout,mossFlame,poster,cosmic,Glyph Ryder Garden,7,Stage Glyph Ryder Garden: Ink Issue as a poster comic composition where Glyph Ryder Garden hits a cosmic turning point with readable captions and bold motion.,"comic,poster,cosmic,mossFlame",Original free-to-use generated seed
gen-comic-061,comic,Captain Color Orchard: Prismatic Issue,mystic comic page with three layout,auroraInk,three,mystic,Captain Color Orchard,8,Stage Captain Color Orchard: Prismatic Issue as a three comic composition where Captain Color Orchard hits a mystic turning point with readable captions and bold motion.,"comic,three,mystic,auroraInk",Original free-to-use generated seed
gen-comic-062,comic,Mira Static Bloom: Solar Issue,neon comic page with splash layout,velvetSignal,splash,neon,Mira Static Bloom,9,Stage Mira Static Bloom: Solar Issue as a splash comic composition where Mira Static Bloom hits a neon turning point with readable captions and bold motion.,"comic,splash,neon,velvetSignal",Original free-to-use generated seed
gen-comic-063,comic,Orbit Vale Pulse: Glass Issue,street comic page with grid layout,monoStencil,grid,street,Orbit Vale Pulse,10,Stage Orbit Vale Pulse: Glass Issue as a grid comic composition where Orbit Vale Pulse hits a street turning point with readable captions and bold motion.,"comic,grid,street,monoStencil",Original free-to-use generated seed
gen-comic-064,comic,Juno Flash Ribbon: Ink Issue,cosmic comic page with poster layout,citrusCircuit,poster,cosmic,Juno Flash Ribbon,4,Stage Juno Flash Ribbon: Ink Issue as a poster comic composition where Juno Flash Ribbon hits a cosmic turning point with readable captions and bold motion.,"comic,poster,cosmic,citrusCircuit",Original free-to-use generated seed
gen-comic-065,comic,Pixel Nova Garden: Prismatic Issue,mystic comic page with three layout,mossFlame,three,mystic,Pixel Nova Garden,5,Stage Pixel Nova Garden: Prismatic Issue as a three comic composition where Pixel Nova Garden hits a mystic turning point with readable captions and bold motion.,"comic,three,mystic,mossFlame",Original free-to-use generated seed
gen-comic-066,comic,Vera Volt Orchard: Solar Issue,neon comic page with splash layout,auroraInk,splash,neon,Vera Volt Orchard,6,Stage Vera Volt Orchard: Solar Issue as a splash comic composition where Vera Volt Orchard hits a neon turning point with readable captions and bold motion.,"comic,splash,neon,auroraInk",Original free-to-use generated seed
gen-comic-067,comic,Ink Relay Bloom: Glass Issue,street comic page with grid layout,velvetSignal,grid,street,Ink Relay Bloom,7,Stage Ink Relay Bloom: Glass Issue as a grid comic composition where Ink Relay Bloom hits a street turning point with readable captions and bold motion.,"comic,grid,street,velvetSignal",Original free-to-use generated seed
gen-comic-068,comic,Glyph Ryder Pulse: Ink Issue,cosmic comic page with poster layout,monoStencil,poster,cosmic,Glyph Ryder Pulse,8,Stage Glyph Ryder Pulse: Ink Issue as a poster comic composition where Glyph Ryder Pulse hits a cosmic turning point with readable captions and bold motion.,"comic,poster,cosmic,monoStencil",Original free-to-use generated seed
gen-comic-069,comic,Captain Color Ribbon: Prismatic Issue,mystic comic page with three layout,citrusCircuit,three,mystic,Captain Color Ribbon,9,Stage Captain Color Ribbon: Prismatic Issue as a three comic composition where Captain Color Ribbon hits a mystic turning point with readable captions and bold motion.,"comic,three,mystic,citrusCircuit",Original free-to-use generated seed
gen-comic-070,comic,Mira Static Garden: Solar Issue,neon comic page with splash layout,mossFlame,splash,neon,Mira Static Garden,10,Stage Mira Static Garden: Solar Issue as a splash comic composition where Mira Static Garden hits a neon turning point with readable captions and bold motion.,"comic,splash,neon,mossFlame",Original free-to-use generated seed
gen-comic-071,comic,Orbit Vale Orchard: Glass Issue,street comic page with grid layout,auroraInk,grid,street,Orbit Vale Orchard,4,Stage Orbit Vale Orchard: Glass Issue as a grid comic composition where Orbit Vale Orchard hits a street turning point with readable captions and bold motion.,"comic,grid,street,auroraInk",Original free-to-use generated seed
gen-comic-072,comic,Juno Flash Bloom: Ink Issue,cosmic comic page with poster layout,velvetSignal,poster,cosmic,Juno Flash Bloom,5,Stage Juno Flash Bloom: Ink Issue as a poster comic composition where Juno Flash Bloom hits a cosmic turning point with readable captions and bold motion.,"comic,poster,cosmic,velvetSignal",Original free-to-use generated seed
gen-comic-073,comic,Pixel Nova Pulse: Prismatic Issue,mystic comic page with three layout,monoStencil,three,mystic,Pixel Nova Pulse,6,Stage Pixel Nova Pulse: Prismatic Issue as a three comic composition where Pixel Nova Pulse hits a mystic turning point with readable captions and bold motion.,"comic,three,mystic,monoStencil",Original free-to-use generated seed
gen-comic-074,comic,Vera Volt Ribbon: Solar Issue,neon comic page with splash layout,citrusCircuit,splash,neon,Vera Volt Ribbon,7,Stage Vera Volt Ribbon: Solar Issue as a splash comic composition where Vera Volt Ribbon hits a neon turning point with readable captions and bold motion.,"comic,splash,neon,citrusCircuit",Original free-to-use generated seed
gen-comic-075,comic,Ink Relay Garden: Glass Issue,street comic page with grid layout,mossFlame,grid,street,Ink Relay Garden,8,Stage Ink Relay Garden: Glass Issue as a grid comic composition where Ink Relay Garden hits a street turning point with readable captions and bold motion.,"comic,grid,street,mossFlame",Original free-to-use generated seed
gen-comic-076,comic,Glyph Ryder Orchard: Ink Issue,cosmic comic page with poster layout,auroraInk,poster,cosmic,Glyph Ryder Orchard,9,Stage Glyph Ryder Orchard: Ink Issue as a poster comic composition where Glyph Ryder Orchard hits a cosmic turning point with readable captions and bold motion.,"comic,poster,cosmic,auroraInk",Original free-to-use generated seed
gen-comic-077,comic,Captain Color Bloom: Prismatic Issue,mystic comic page with three layout,velvetSignal,three,mystic,Captain Color Bloom,10,Stage Captain Color Bloom: Prismatic Issue as a three comic composition where Captain Color Bloom hits a mystic turning point with readable captions and bold motion.,"comic,three,mystic,velvetSignal",Original free-to-use generated seed
gen-comic-078,comic,Mira Static Pulse: Solar Issue,neon comic page with splash layout,monoStencil,splash,neon,Mira Static Pulse,4,Stage Mira Static Pulse: Solar Issue as a splash comic composition where Mira Static Pulse hits a neon turning point with readable captions and bold motion.,"comic,splash,neon,monoStencil",Original free-to-use generated seed
gen-comic-079,comic,Orbit Vale Ribbon: Glass Issue,street comic page with grid layout,citrusCircuit,grid,street,Orbit Vale Ribbon,5,Stage Orbit Vale Ribbon: Glass Issue as a grid comic composition where Orbit Vale Ribbon hits a street turning point with readable captions and bold motion.,"comic,grid,street,citrusCircuit",Original free-to-use generated seed
gen-comic-080,comic,Juno Flash Garden: Ink Issue,cosmic comic page with poster layout,mossFlame,poster,cosmic,Juno Flash Garden,6,Stage Juno Flash Garden: Ink Issue as a poster comic composition where Juno Flash Garden hits a cosmic turning point with readable captions and bold motion.,"comic,poster,cosmic,mossFlame",Original free-to-use generated seed
gen-comic-081,comic,Pixel Nova Orchard: Prismatic Issue,mystic comic page with three layout,auroraInk,three,mystic,Pixel Nova Orchard,7,Stage Pixel Nova Orchard: Prismatic Issue as a three comic composition where Pixel Nova Orchard hits a mystic turning point with readable captions and bold motion.,"comic,three,mystic,auroraInk",Original free-to-use generated seed
gen-comic-082,comic,Vera Volt Bloom: Solar Issue,neon comic page with splash layout,velvetSignal,splash,neon,Vera Volt Bloom,8,Stage Vera Volt Bloom: Solar Issue as a splash comic composition where Vera Volt Bloom hits a neon turning point with readable captions and bold motion.,"comic,splash,neon,velvetSignal",Original free-to-use generated seed
gen-comic-083,comic,Ink Relay Pulse: Glass Issue,street comic page with grid layout,monoStencil,grid,street,Ink Relay Pulse,9,Stage Ink Relay Pulse: Glass Issue as a grid comic composition where Ink Relay Pulse hits a street turning point with readable captions and bold motion.,"comic,grid,street,monoStencil",Original free-to-use generated seed
gen-comic-084,comic,Glyph Ryder Ribbon: Ink Issue,cosmic comic page with poster layout,citrusCircuit,poster,cosmic,Glyph Ryder Ribbon,10,Stage Glyph Ryder Ribbon: Ink Issue as a poster comic composition where Glyph Ryder Ribbon hits a cosmic turning point with readable captions and bold motion.,"comic,poster,cosmic,citrusCircuit",Original free-to-use generated seed
gen-comic-085,comic,Captain Color Garden: Prismatic Issue,mystic comic page with three layout,mossFlame,three,mystic,Captain Color Garden,4,Stage Captain Color Garden: Prismatic Issue as a three comic composition where Captain Color Garden hits a mystic turning point with readable captions and bold motion.,"comic,three,mystic,mossFlame",Original free-to-use generated seed
gen-comic-086,comic,Mira Static Orchard: Solar Issue,neon comic page with splash layout,auroraInk,splash,neon,Mira Static Orchard,5,Stage Mira Static Orchard: Solar Issue as a splash comic composition where Mira Static Orchard hits a neon turning point with readable captions and bold motion.,"comic,splash,neon,auroraInk",Original free-to-use generated seed
gen-comic-087,comic,Orbit Vale Bloom: Glass Issue,street comic page with grid layout,velvetSignal,grid,street,Orbit Vale Bloom,6,Stage Orbit Vale Bloom: Glass Issue as a grid comic composition where Orbit Vale Bloom hits a street turning point with readable captions and bold motion.,"comic,grid,street,velvetSignal",Original free-to-use generated seed
gen-comic-088,comic,Juno Flash Pulse: Ink Issue,cosmic comic page with poster layout,monoStencil,poster,cosmic,Juno Flash Pulse,7,Stage Juno Flash Pulse: Ink Issue as a poster comic composition where Juno Flash Pulse hits a cosmic turning point with readable captions and bold motion.,"comic,poster,cosmic,monoStencil",Original free-to-use generated seed
gen-comic-089,comic,Pixel Nova Ribbon: Prismatic Issue,mystic comic page with three layout,citrusCircuit,three,mystic,Pixel Nova Ribbon,8,Stage Pixel Nova Ribbon: Prismatic Issue as a three comic composition where Pixel Nova Ribbon hits a mystic turning point with readable captions and bold motion.,"comic,three,mystic,citrusCircuit",Original free-to-use generated seed
